Engine_speed,Vehicle_speed,Absolute_throttle_position,Calculated_LOAD_value,Acc_Longitudinal,Rate Speed,Rate Throttle,RT/RS,VS/ES
2595,37,15.7,20.8,-0.5,27,1.6,0.099050059,0.518479594
2215,35,15.3,22.4,-0.5,2,0.4,0.334293948,0.574594706
2003,57,15.3,21.2,-0.4,22,0,0,1.034811419
1829,69,17.3,31.8,-0.1,12,2,0.27857829,1.371837566
2007,42,18.4,41.6,0,27,1.1,0.068096915,0.760972958
1697,49,18.4,43.9,0,7,0,0,1.04998125
1651,62,18.8,45.5,0.1,13,0.4,0.051429838,1.36556357
2005,52,18.8,45.1,0.1,10,0,0,0.943096803
1141,25,18.8,45.5,0.1,27,0,0,0.796749263
2121,62,18,43.5,0.1,37,0.8,0.036139886,1.062963439
1930,72,14.5,19.2,-0.3,10,3.5,0.585014409,1.35657089
1507,6,15.3,19.2,-0.5,66,0.8,0.020260239,0.144778911
1852,51,15.3,22.4,-1,45,0,0,1.001374435
2497,47,14.5,21.6,-1,4,0.8,0.334293948,0.684457713
1114,10,14.1,19.2,-0.5,37,0.4,0.018069943,0.326424025
1902,27,15.3,25.5,-0.3,17,1.2,0.117986099,0.51620304
1799,67,23.5,66.7,0.4,40,8.2,0.342651297,1.354287736
1685,16,18.8,45.5,0.2,51,4.7,0.154037407,0.34529269
1484,13,18.4,43.1,0,3,0.4,0.222862632,0.318549375
1905,39,23.9,69,0.4,26,5.5,0.353580137,0.744452398
2545,23,22.7,67.8,0.4,16,1.2,0.125360231,0.328630113
2060,60,18.4,46.3,0.1,37,4.3,0.194251889,1.05913504
2408,90,21.2,60.4,0.2,30,2.8,0.156003842,1.35910601
1636,14,23.1,74.5,0.3,76,1.9,0.041786744,0.311180262
1714,64,23.1,74.1,0.3,50,0,0,1.357802058
833,8,22.4,71,0.3,56,0.7,0.020893372,0.349230601
1532,33,21.6,65.9,0.2,25,0.8,0.053487032,0.783289817
844,8,21.2,63.1,0.2,25,0.4,0.026743516,0.344679018
2109,29,20.8,60.8,0.2,21,0.4,0.031837519,0.500021553
1716,65,21.2,60.8,0.2,36,0.4,0.018571886,1.377410468
2193,45,20.8,59.6,0.2,20,0.4,0.033429395,0.746175849
1533,21,15.7,30.2,-0.1,24,5.1,0.35518732,0.498132005
1574,23,14.9,16.5,-0.4,2,0.8,0.668587896,0.531361904
1527,12,15.3,19.6,-0.3,11,0.4,0.060780718,0.285765315
1647,24,15.7,19.2,-0.2,12,0.4,0.055715658,0.529889054
2639,55,15.7,19.6,-0.2,31,0,0,0.757862827
1677,7,15.7,20.4,-0.2,48,0,0,0.151786198
1818,25,15.7,20.8,-0.2,18,0,0,0.500050005
2500,38,15.7,21.2,-0.2,13,0,0,0.552727273
1771,34,15.7,21.6,-0.2,4,0,0,0.698116113
2006,76,16.1,23.9,-0.2,42,0.4,0.015918759,1.377685126
1960,33,20.4,57.3,0.2,43,4.3,0.167146974,0.612244898
1386,41,19.2,51.8,0.1,8,1.2,0.250720461,1.075691985
2015,58,18.8,47.1,0.1,17,0.4,0.0393287,1.04669524
3249,60,19.2,47.5,0.1,2,0.4,0.334293948,0.671535298
1843,27,19.2,47.5,0.1,33,0,0,0.532728259
1891,13,19.2,47.5,0.1,14,0,0,0.249987981
1803,27,18.8,46.7,0.1,14,0.4,0.047756278,0.544546967
1947,73,14.9,22,-0.3,46,3.9,0.141711565,1.363402904
1530,9,15.3,18,-0.4,64,0.4,0.010446686,0.213903743
1963,72,15.7,22.4,-0.4,63,0.4,0.010612506,1.333765572
2029,32,15.7,23.1,-0.5,40,0,0,0.573502397
1550,13,15.7,22.4,-0.5,19,0,0,0.304985337
2020,58,14.9,21.2,-0.5,45,0.8,0.029715018,1.04410441
1580,46,15.3,22,-0.6,12,0.4,0.055715658,1.058688147
1842,10,14.9,22,-0.5,36,0.4,0.018571886,0.197413878
1852,17,16.1,26.7,-0.2,7,1.2,0.28653767,0.333791478
1492,14,19.6,53.3,0.1,3,3.5,1.950048031,0.341213746
1123,5,19.2,55.3,0.1,9,0.4,0.074287544,0.161903991
2285,84,18.4,47.5,0.1,79,0.8,0.016926276,1.336781381
2110,62,18.4,47.8,0.1,22,0,0,1.068504955
1767,21,18.4,45.1,0,41,0,0,0.432165458
1221,5,18.4,43.5,0,16,0,0,0.14890924
1733,50,18.4,45.1,0.1,45,0,0,1.049152809
2063,15,18.8,49,0.1,35,0.4,0.019102511,0.264398713
1762,37,18.8,48.6,0.1,22,0,0,0.763595088
1642,17,19.2,51.4,0.1,20,0.4,0.033429395,0.37648101
1858,17,18.8,48.2,0.1,0,0.4,0,0.332713573
1698,16,18.8,46.7,0.1,1,0,0,0.342649106
1913,30,18.8,47.1,0.1,14,0,0,0.570260894
1580,59,18.8,46.7,0.1,29,0,0,1.357882624
1758,17,14.9,26.3,-0.2,42,3.9,0.155207904,0.351639259
2005,17,14.9,17.3,-0.5,0,0,0,0.308320109
1873,53,16.9,33.3,-0.1,36,2,0.09285943,1.028976363
1902,54,15.3,18.4,-0.3,1,1.6,2.674351585,1.03240608
1798,22,19.2,44.7,0,32,3.9,0.203710375,0.444938821
2057,32,15.7,32.2,-0.2,10,3.5,0.585014409,0.56569585
2267,18,16.5,23.5,-0.3,14,0.8,0.095512557,0.288727594
1854,24,22.4,66.7,0.2,6,5.9,1.643611912,0.470726684
1993,58,18.8,53.7,0.1,34,3.6,0.176979149,1.058249327
2087,60,14.1,16.1,-0.4,2,4.7,3.92795389,1.045432766
1853,10,15.3,20.8,-0.3,50,1.2,0.040115274,0.196241966
1996,30,20,45.5,0,20,4.7,0.392795389,0.546547641
1608,46,21.2,62.4,0.2,16,1.2,0.125360231,1.040253279
1709,37,20,58.8,0.1,9,1.2,0.222862632,0.787275919
1764,37,14.5,18,-0.3,0,5.5,0,0.762729334
1562,45,20.8,56.5,0.1,8,6.3,1.316282421,1.047607962
1988,57,19.2,52.5,0.1,12,1.6,0.222862632,1.042619352
1146,12,18,42,0,45,1.2,0.044572526,0.380771061
1849,26,18,39.2,0,14,0,0,0.511332907
2212,23,21.6,60.8,0.2,3,3.6,2.005763689,0.37810291
1403,14,21.2,62,0.2,9,0.4,0.074287544,0.362858809
1140,3,18,38.4,0,11,3.2,0.486245743,0.09569378
1713,9,18.4,39.2,0,6,0.4,0.111431316,0.19105238
2078,21,20.8,57.3,0.1,12,2.4,0.334293948,0.367486219
1852,18,24.7,74.9,0.3,3,3.9,2.172910663,0.353426271
1907,13,30.2,85.1,0.3,5,5.5,1.838616715,0.247890547
2162,80,14.9,23.5,-0.3,67,15.3,0.381693836,1.345555462
1740,65,36.5,74.1,0.3,15,21.6,2.406916427,1.358411703
2075,56,56.1,91.4,0.4,9,19.6,3.640089657,0.981380066
2181,31,48.6,91.4,0.4,25,7.5,0.501440922,0.516860489
1723,36,29,56.5,0.1,5,19.6,6.552161383,0.759774178
2298,47,14.9,16.1,-0.5,11,14.1,2.142520304,0.743729725
1251,4,17.3,25.1,-0.5,43,2.4,0.093291334,0.11627062
2074,28,15.7,22,-0.3,24,1.6,0.111431316,0.490926624
1801,67,14.9,15.7,-0.4,39,0.8,0.034286559,1.352783807
1890,55,16.1,17.3,-0.5,12,1.2,0.167146974,1.058201058
2194,64,16.9,24.7,-0.9,9,0.8,0.148575088,1.060744178
1718,49,16.5,24.3,-1.9,15,0.4,0.044572526,1.037146788
1751,63,15.7,23.5,-4.2,14,0.8,0.095512557,1.308343284
1670,32,13.7,22,-1,31,2,0.107836757,0.696788242
1715,18,13.7,22,-0.3,14,0,0,0.381659157
1637,17,13.7,22.4,-0.3,1,0,0,0.377630921
2208,60,14.1,23.5,-0.3,43,0.4,0.015548556,0.988142292
1149,12,13.3,16.9,-0.3,48,0.8,0.027857829,0.379776881
2310,64,14.1,15.7,-0.3,52,0.8,0.025714919,1.007477371
1419,31,18.4,40.8,0,33,4.3,0.217797572,0.794413479
1959,73,14.1,23.1,-0.4,42,4.3,0.171126664,1.355051278
2250,47,13.7,15.3,-0.6,26,0.4,0.025714919,0.75959596
3119,93,13.7,14.5,-0.4,46,0,0,1.084263604
1677,49,15.3,22.4,-0.2,44,1.6,0.060780718,1.062503388
2247,29,14.1,19.2,-0.4,20,1.2,0.100288184,0.469312619
1828,33,14.1,14.9,-0.4,4,0,0,0.656455142
1615,21,14.1,16.9,-0.3,12,0,0,0.472839854
1732,27,14.5,16.5,-0.3,6,0.4,0.111431316,0.56686962
1832,69,13.7,14.9,-0.4,42,0.8,0.031837519,1.369591108
921,36,13.7,14.1,-0.6,33,0,0,1.421379923
1822,20,13.7,14.1,-0.5,16,0,0,0.39916176
2753,69,15.7,22.4,-0.2,49,2,0.068223255,0.911402437
1698,22,18,43.1,0,47,2.3,0.081795328,0.471142521
1389,21,20,57.3,0.1,1,2,3.342939481,0.5497742
1734,25,20.4,60.4,0.2,4,0.4,0.167146974,0.524273881
2267,77,20,56.9,0.1,52,0.4,0.01285746,1.235112483
2185,82,15.7,26.7,-0.2,5,4.3,1.437463977,1.364676513
1538,30,25.5,73.7,0.3,52,9.8,0.315007759,0.7093037
2576,26,16.1,32.2,-0.1,4,9.4,3.92795389,0.36702428
1473,30,17.3,27.8,-0.2,4,1.2,0.501440922,0.740603592
1567,22,18.4,40.4,0,8,1.1,0.229827089,0.510529675
1429,12,60.8,90.2,0.3,10,42.4,7.0870317,0.305362937
1850,28,83.9,94.1,0.9,16,23.1,2.413184438,0.55036855
1366,27,83.9,94.5,0.9,1,0,0,0.718754159
1894,24,31.4,43.9,0.2,3,52.5,29.25072046,0.460785255
1327,28,23.5,55.7,0.1,4,7.9,3.301152738,0.767280948
1195,28,17.6,27.1,-0.3,0,5.9,0,0.852034994
795,4,25.9,71.8,0.1,24,8.3,0.578049952,0.182961692
2033,27,15.7,23.5,-0.3,23,10.2,0.741260494,0.482940571
1979,74,18,30.2,-0.3,47,2.3,0.081795328,1.359731729
1723,51,22.4,59.6,0,23,4.4,0.319759429,1.076346752
1708,64,19.2,44.7,-0.1,13,3.2,0.411438705,1.362571854
1610,47,14.9,14.9,-0.6,17,4.3,0.422783523,1.061547149
1860,49,16.9,23.9,-0.9,2,2,1.671469741,0.957966764
2049,32,16.5,24.7,-0.5,17,0.4,0.0393287,0.567904521
1795,50,17.6,34.5,-0.2,18,1.1,0.102145373,1.012914662
1911,53,14.9,15.3,-0.5,3,2.7,1.504322767,1.008515294
1999,33,16.5,19.6,-0.4,20,1.6,0.133717579,0.60030015
1937,47,16.9,27.1,-0.3,14,0.4,0.047756278,0.882339137
2003,75,15.3,17.3,-0.5,28,1.6,0.095512557,1.361593973
1818,66,18.8,36.1,-0.3,9,3.5,0.65001601,1.320132013
1970,26,19.6,41.6,-0.2,40,0.8,0.033429395,0.479926165
2042,77,19.6,42,-0.2,51,0,0,1.371204701
1847,26,15.7,22.4,-0.4,51,3.9,0.127818274,0.511886597
1353,13,15.7,16.5,-0.4,13,0,0,0.349391924
1597,25,20,38,-0.2,12,4.3,0.598943324,0.56924916
2472,49,27.5,76.5,0.1,24,7.5,0.522334294,0.720800235
1921,60,18,36.5,-0.2,11,9.5,1.443542049,1.135772088
1395,18,17.6,26.7,-0.4,42,0.4,0.015918759,0.469208211
1812,68,23.1,60.8,0,50,5.5,0.183861671,1.364639775
2014,36,23.1,62.4,0,32,0,0,0.649995486
1910,19,23.1,60.8,0,17,0,0,0.361732508
1757,11,23.1,60,0,8,0,0,0.227660785
2144,67,22.7,58.8,0,56,0.4,0.01193907,1.136363636
1659,63,15.7,20.4,-0.4,4,7,2.925072046,1.380897583
1296,38,16.1,18.4,-0.6,25,0.4,0.026743516,1.066217733
2012,12,17.3,24.7,-0.5,26,1.2,0.077144757,0.216880535
1889,39,15.3,17.3,-0.4,27,2,0.123812573,0.750757977
1881,38,15.3,15.3,-0.4,1,0,0,0.734618916
1753,44,14.9,13.3,-0.5,6,0.4,0.111431316,0.91272105
2126,22,17.3,23.5,-0.5,22,2.4,0.182342154,0.376293509
2122,30,17.3,25.9,-0.5,8,0,0,0.514094765
1304,4,15.3,16.9,-0.4,26,2,0.128574595,0.111544897
1713,16,15.3,15.3,-0.4,12,0,0,0.339648676
1633,33,15.7,16.9,-0.5,17,0.4,0.0393287,0.734843846
1701,35,17.3,24.7,-0.5,2,1.6,1.337175793,0.74822297
1760,27,16.9,26.7,-0.5,8,0.4,0.083573487,0.55785124
1962,57,17.6,27.5,-0.3,30,0.7,0.039000961,1.056435919
1782,67,19.2,40,-0.1,10,1.6,0.267435159,1.367207428
1550,45,18,34.9,-0.2,22,1.2,0.091171077,1.055718475
1865,54,14.5,15.3,-0.5,9,3.5,0.65001601,1.052888131
1306,11,16.5,22,-0.5,43,2,0.077742779,0.306278714
2117,25,15.3,17.3,-0.4,14,1.2,0.143268835,0.429424142
1302,5,15.3,16.1,-0.8,20,0,0,0.139645301
2104,16,16.1,22,-0.9,11,0.8,0.121561436,0.276529554
671,0,15.7,21.6,-1.3,16,0.4,0.041786744,0
1437,41,15.7,21.6,-0.5,41,0,0,1.037515025
1451,43,15.7,22,-0.5,2,0,0,1.077626715
1877,35,15.3,22,-0.3,8,0.4,0.083573487,0.67806461
2346,24,14.1,18.4,-0.4,11,1.2,0.182342154,0.37200651
2149,63,14.1,16.9,-0.4,39,0,0,1.066034942
1348,10,14.9,18.4,-0.3,53,0.8,0.025229732,0.269759914
1547,19,13.7,15.7,-0.4,9,1.2,0.222862632,0.446612211
1851,65,14.9,18.4,-0.4,46,1.2,0.043603558,1.276951034
2058,77,16.9,36.9,-0.2,12,2,0.27857829,1.360544218
2130,47,14.1,18,-0.4,30,2.8,0.156003842,0.802390098
1696,49,15.7,24.7,-0.4,2,1.6,1.337175793,1.050600343
1680,63,16.9,24.3,-0.3,14,1.2,0.143268835,1.363636364
2479,51,18.8,34.5,-0.1,12,1.9,0.264649376,0.748102241
1873,53,19.6,42.4,0,2,0.8,0.668587896,1.028976363
1011,3,20.8,51,0.1,50,1.2,0.040115274,0.107903965
1553,25,23.5,62,0.2,22,2.7,0.205134923,0.585377276
1075,18,29,80,0.3,7,5.5,1.313297653,0.608879493
2161,32,61.6,90.2,0.4,14,32.6,3.892136682,0.538471246
1811,35,45.1,75.7,0.3,3,16.5,9.193083573,0.702775965
1005,16,21.2,48.2,0,19,23.9,2.10253299,0.578923564
2027,27,22.4,52.5,0.1,11,1.2,0.182342154,0.484370095
1728,15,21.6,51,0,12,0.8,0.111431316,0.315656566
2063,32,23.1,59.2,0.1,17,1.5,0.147482624,0.564050588
2550,67,23.1,58,0.1,35,0,0,0.95543672
2837,79,20,43.5,0,12,3.1,0.43179635,1.012593328
1878,24,15.3,16.9,-0.4,55,4.7,0.142834687,0.464711008
1918,28,16.5,23.9,-0.5,4,1.2,0.501440922,0.530856005
1819,28,16.5,24.7,-0.8,0,0,0,0.559748113
2106,21,15.3,21.2,-1.3,7,1.2,0.28653767,0.362600363
827,5,14.5,22.7,-1.7,16,0.8,0.083573487,0.219852699
2158,79,14.9,22.4,-0.4,74,0.4,0.009034972,1.331198922
2017,42,16.9,25.5,-0.2,37,2,0.090349716,0.757200162
2198,30,19.2,40.8,0,12,2.3,0.320365034,0.496318968
1799,52,20.4,47.5,0.1,22,1.2,0.091171077,1.051088989
2066,33,22.4,60.4,0.2,19,2,0.175944183,0.580832527
1815,53,22.4,60.8,0.2,20,0,0,1.061858252
2140,36,22.7,60.8,0.2,17,0.3,0.029496525,0.611724724
1868,53,22.7,62,0.2,17,0,0,1.031730582
1002,24,23.5,65.1,0.3,29,0.8,0.04610951,0.870985302
1893,27,18.8,38,0,3,4.7,2.618635927,0.518657254
2155,46,22.7,60.4,0.2,19,3.9,0.343091157,0.776207551
1787,46,23.5,64.3,0.2,0,0.8,0,0.936053314
1837,53,22.4,57.6,0.1,7,1.1,0.262659531,1.049141387
1517,14,24.7,68.2,0.3,39,2.3,0.098573856,0.335590579
884,4,25.1,67.8,0.3,10,0.4,0.06685879,0.164541341
2027,12,25.1,66.7,0.3,8,0,0,0.215275598
1857,70,25.1,65.9,0.3,58,0,0,1.370734812
1919,29,25.5,65.9,0.3,41,0.4,0.016307022,0.549528637
1452,53,18.4,32.9,-0.1,24,7.1,0.494476465,1.327322815
1628,24,18.8,32.9,-0.2,29,0.4,0.023054755,0.536073263
1460,21,20.8,51.4,0,3,2,1.11431316,0.523038605
1899,39,22.4,58.8,0.1,18,1.6,0.148575088,0.746804538
1676,41,18,39.6,-0.1,2,4.4,3.677233429,0.889563897
936,3,18,32.5,-0.2,38,0,0,0.116550117
1941,56,20.4,49,0,53,2.4,0.075689196,1.049131188
2035,59,17.6,36.9,-0.2,3,2.8,1.560038425,1.054277418
2151,76,14.9,16.1,-0.5,17,2.7,0.265468724,1.284814674
2248,71,16.5,22.4,-0.9,5,1.6,0.534870317,1.148495632
1753,66,15.7,22,-3.2,5,0.8,0.267435159,1.369081574
1402,13,14.1,21.6,-4.8,53,1.6,0.050459464,0.337180651
1668,9,14.1,22.7,-2.6,4,0,0,0.196206671
2183,20,13.7,22.4,-0.6,11,0.4,0.060780718,0.333152876
1991,33,13.7,22.4,-0.7,13,0,0,0.602712205
2120,18,13.7,23.1,-0.5,15,0,0,0.308747856
2341,88,14.5,25.5,-0.4,70,0.8,0.019102511,1.366937206
3317,32,16.1,26.3,-0.1,56,1.6,0.047756278,0.350809877
674,0,14.9,23.1,-0.6,32,1.2,0.062680115,0
1881,28,13.7,20,-2.6,28,1.2,0.071634417,0.541298149
1554,16,14.1,29.4,-2.5,12,0.4,0.055715658,0.374400374
2203,23,15.3,39.2,-1.1,7,1.2,0.28653767,0.379647588
1533,45,14.9,42.7,-0.1,22,0.4,0.030390359,1.067425725
1753,36,17.3,51,0.3,9,2.4,0.445725264,0.746771768
1714,12,14.9,35.3,0,24,2.4,0.167146974,0.254587886
1661,47,15.3,35.7,-0.1,35,0.4,0.019102511,1.028952986
1070,16,19.2,56.1,0.5,31,3.9,0.210281677,0.54375531
1572,33,15.3,32.2,0,17,3.9,0.383454823,0.763358779
1715,48,14.5,28.2,-0.2,15,0.8,0.089145053,1.017757752
1681,36,14.5,27.1,-0.2,12,0,0,0.778757233
1722,41,14.5,28.6,-0.4,5,0,0,0.865800866
1908,37,14.5,29.8,-0.3,4,0,0,0.705164856
2251,66,16.9,41.6,0,29,2.4,0.13832853,1.066192803
1630,47,14.9,31.4,-0.1,19,2,0.175944183,1.04852203
2298,40,14.5,27.1,-0.6,7,0.4,0.095512557,0.632961468
1745,50,14.5,29.8,-0.4,10,0,0,1.041938005
2094,33,14.5,33.3,-0.6,17,0,0,0.573065903
1297,13,14.5,34.9,-0.2,20,0,0,0.364477465
1540,23,14.5,35.3,-0.4,10,0,0,0.54309327
1522,15,14.9,36.1,-0.2,8,0.4,0.083573487,0.358380122
2288,44,18,51.4,0.3,29,3.1,0.178674352,0.699300699
1880,70,15.7,38.4,0.2,26,2.3,0.147860785,1.353965184
1289,8,14.5,30.6,-0.5,62,1.2,0.032351027,0.225685873
1840,54,14.9,32.2,-0.6,46,0.4,0.014534519,1.067193676
1505,8,14.9,36.5,-0.4,46,0,0,0.193295077
1024,26,14.9,37.6,-0.2,18,0,0,0.923295455
1626,16,15.3,38.4,-0.1,10,0.4,0.06685879,0.35782176
1644,63,17.3,48.2,0.2,47,2,0.071126372,1.393497014
1910,32,14.9,33.7,0,31,2.4,0.129404109,0.609233698
1574,28,14.5,31.8,-0.3,4,0.4,0.167146974,0.646875361
1934,48,14.5,32.2,-0.4,20,0,0,0.902510106
1724,9,14.9,34.9,-0.3,39,0.4,0.017143279,0.189833368
2039,20,14.9,37.3,-0.3,11,0,0,0.356681083
2039,39,14.9,39.2,-0.3,19,0,0,0.695528111
2170,63,14.9,40,-0.1,24,0,0,1.055718475
1970,56,18,52.5,0.3,7,3.1,0.740222314,1.033687125
2002,54,18.4,49.8,0.4,2,0.4,0.334293948,0.980837344
1953,50,20.8,62,0.7,4,2.4,1.002881844,0.930968673
2060,60,16.1,36.9,0.2,10,4.7,0.785590778,1.05913504
2068,19,14.9,29,-0.3,41,1.2,0.048921066,0.334095305
1866,27,14.9,27.5,-0.4,8,0,0,0.526161941
2323,23,14.9,27.8,-0.5,4,0,0,0.360036004
2372,49,14.9,31,-0.4,26,0,0,0.751188104
1317,4,14.9,32.5,-0.2,45,0,0,0.110443846
1668,23,18.4,49.8,0.2,19,3.5,0.307902321,0.501417048
1647,48,15.7,38,0.1,25,2.7,0.180518732,1.059778109
1394,40,14.5,28.2,-0.4,8,1.2,0.250720461,1.043432894
2284,47,14.5,29.4,-0.4,7,0,0,0.748288489
1821,23,16.1,36.9,-0.1,24,1.6,0.111431316,0.459288103
1765,18,17.6,46.3,0.2,5,1.5,0.501440922,0.370847283
2535,74,20.4,60.4,0.6,56,2.8,0.083573487,1.0615026
2185,82,15.3,31.4,0,8,5.1,1.06556196,1.364676513
1975,57,14.9,25.1,-0.5,25,0.4,0.026743516,1.049482163
1784,14,14.9,26.3,-1.4,43,0,0,0.285364859
1857,70,15.7,36.9,-1.8,56,0.8,0.023878139,1.370734812
2447,47,15.7,45.1,-1.3,23,0,0,0.698443363
2621,38,14.5,40.4,-0.1,9,1.2,0.222862632,0.527210294
2403,32,16.9,42.7,0.2,6,2.4,0.668587896,0.484243181
2286,54,14.5,26.3,0,22,2.4,0.182342154,0.858983536
2259,18,14.5,24.3,-0.2,36,0,0,0.289750091
1762,13,16.5,35.3,-0.1,5,2,0.668587896,0.268290166
1773,18,16.9,28.6,0,5,0.4,0.133717579,0.369173973
1804,36,15.3,26.3,-0.1,18,1.6,0.148575088,0.725660149
1148,22,14.5,25.5,-1.6,14,0.8,0.095512557,0.696864111
1846,29,15.3,36.1,-1.7,7,0.8,0.191025113,0.571259726
1939,40,14.9,40.4,-0.5,11,0.4,0.060780718,0.750152375
1782,28,14.5,35.7,-0.3,12,0.4,0.055715658,0.571370268
1881,29,14.5,35.3,-0.7,1,0,0,0.560630226
2017,27,14.5,37.3,-1.3,2,0,0,0.486771533
2280,37,15.3,44.7,-1.2,10,0.8,0.133717579,0.590111643
1770,51,14.9,47.1,-0.9,14,0.4,0.047756278,1.047765794
1722,31,14.5,45.9,-0.7,20,0.4,0.033429395,0.654629923
2082,30,14.5,45.1,-0.8,1,0,0,0.523971706
1676,41,14.5,45.5,-0.7,11,0,0,0.889563897
1794,25,14.5,45.5,-0.6,16,0,0,0.506739637
1826,20,14.5,45.5,-0.6,5,0,0,0.398287364
1694,35,14.5,45.5,-0.1,15,0,0,0.751314801
2364,22,14.9,45.9,-0.2,13,0.4,0.051429838,0.338409475
1910,40,14.9,46.3,-0.4,18,0,0,0.761542123
1473,42,14.9,43.9,-0.7,2,0,0,1.036845029
2380,24,14.9,43.9,-0.7,18,0,0,0.366692131
769,3,14.9,44.3,-0.6,21,0,0,0.14186074
1448,33,14.5,43.1,-0.3,30,0.4,0.022286263,0.828729282
2064,61,14.5,39.2,-0.9,28,0,0,1.074700493
1868,10,14.9,42.7,-0.9,51,0.4,0.013109567,0.194666148
2011,50,15.3,45.5,-0.8,40,0.4,0.016714697,0.904118259
2147,44,14.5,45.1,0,6,0.8,0.222862632,0.745225897
2307,43,16.9,45.9,0.2,1,2.4,4.011527378,0.677779091
2141,26,19.6,48.6,0.8,17,2.7,0.265468724,0.441594837
2658,50,14.9,22.7,-0.4,24,4.7,0.327329491,0.684041316
2112,42,14.5,23.5,-1.1,8,0.4,0.083573487,0.723140496
2621,27,14.5,23.1,-0.5,15,0,0,0.374596788
2382,48,18,38,0,21,3.5,0.27857829,0.732768491
2519,26,18.4,38,0.2,22,0.4,0.030390359,0.375329315
1965,18,20.4,47.1,0.2,8,2,0.417867435,0.333102012
1581,13,17.6,41.6,0.2,5,2.8,0.936023055,0.299005233
1440,30,15.3,22,-1.5,17,2.3,0.226140024,0.757575758
2245,76,15.3,22.7,-1.6,46,0,0,1.231018425
1436,11,14.9,23.9,-0.4,65,0.4,0.010285968,0.278551532
2114,44,14.9,22.4,-0.4,33,0,0,0.756859035
1861,45,14.5,21.2,-0.8,1,0.4,0.668587896,0.879292658
1766,50,14.5,20.4,-1.3,5,0,0,1.029548028
1706,49,16.5,29,-0.3,1,2,3.342939481,1.044442076
1386,16,22,60.8,0.6,33,5.5,0.27857829,0.419782238
1531,31,15.7,25.5,-0.1,15,6.3,0.702017291,0.73629832
2349,49,16.1,20.4,-0.2,18,0.4,0.037143772,0.758543287
1424,21,16.1,25.1,-0.2,28,0,0,0.536261491
1660,25,14.9,20.8,-0.3,4,1.2,0.501440922,0.547645126
1881,40,13.7,15.7,-1,15,1.2,0.133717579,0.77328307
1756,51,14.5,18.4,-1.2,11,0.8,0.121561436,1.056119279
1668,46,14.1,17.6,-1.2,5,0.4,0.133717579,1.002834096
1086,14,14.1,18.8,-1.2,32,0,0,0.468776159
1687,17,13.7,21.2,-0.6,3,0.4,0.222862632,0.366438541
1276,14,13.7,23.1,-1,3,0,0,0.398974067
1535,15,13.7,25.5,-1,1,0,0,0.355344981
1542,25,13.7,26.3,-0.5,10,0,0,0.589553119
1364,38,14.5,28.6,-0.3,13,0.8,0.102859676,1.013063183
1434,20,18.8,47.1,0.1,18,4.3,0.399295549,0.507163687
1669,34,15.3,32.9,0.1,14,3.5,0.417867435,0.740781088
1994,27,14.5,21.6,-0.4,7,0.8,0.191025113,0.49238625
2005,30,13.7,20.8,-1.2,3,0.8,0.445725264,0.54409431
2391,41,13.7,26.7,-1.7,11,0,0,0.623550435
2037,42,14.5,30.6,-1.7,1,0.8,1.337175793,0.749765698
2540,66,14.9,38.4,-0.7,24,0.4,0.027857829,0.94488189
2033,76,14.9,42.7,-0.8,10,0,0,1.359388275
820,8,15.3,45.1,-0.2,68,0.4,0.009832175,0.354767184
1093,6,18,54.1,0.4,2,2.7,2.25648415,0.1996174
1629,30,23.9,73.3,1,24,5.9,0.410902978,0.669680228
1027,11,14.9,29.8,-0.3,19,9,0.791748825,0.389483934
1927,56,14.5,26.3,-1.9,45,0.4,0.014857509,1.056753314
1591,17,14.9,38.8,-0.2,39,0.4,0.017143279,0.388549226
971,10,16.5,41.2,0.2,7,1.6,0.382050226,0.37449677
1242,8,14.5,27.5,-1.3,2,2,1.671469741,0.234226321
1431,25,16.1,46.3,-0.1,17,1.6,0.157314799,0.635283654
1713,27,14.9,45.1,-0.3,2,1.2,1.002881844,0.573157141
1983,30,14.9,45.5,-0.5,3,0,0,0.550130656
2354,41,14.9,46.7,-0.7,11,0,0,0.633351356
1696,47,14.5,45.1,-0.3,6,0.4,0.111431316,1.007718696
1915,68,14.5,46.3,-0.1,21,0,0,1.291241396
1858,38,14.5,45.5,-0.1,30,0,0,0.743712692
1207,6,14.5,45.5,-0.1,32,0,0,0.180763727
2111,61,14.5,45.5,-0.1,55,0,0,1.050773007
1168,25,14.5,45.5,-0.1,36,0,0,0.778331258
1739,36,14.5,45.5,-0.1,11,0,0,0.752783732
1943,71,14.5,45.9,-0.1,35,0,0,1.328779301
1356,13,14.5,45.5,-0.1,58,0,0,0.348618933
2111,29,14.5,45.9,-0.1,16,0,0,0.499547823
1942,73,14.5,45.9,-0.1,44,0,0,1.36691321
2253,41,14.5,45.9,-0.1,32,0,0,0.661743937
1277,18,14.5,45.9,-0.1,23,0,0,0.51256496
1486,21,14.5,46.3,-0.1,3,0,0,0.51388719
1857,54,14.5,46.3,-0.1,33,0,0,1.057423998
1953,11,14.5,46.3,-0.1,43,0,0,0.204813108
1582,23,14.5,46.7,-0.1,12,0,0,0.528674865
1923,72,14.5,46.7,-0.1,49,0,0,1.361509006
1924,47,14.5,46.7,-0.1,25,0,0,0.888300888
1622,15,14.5,46.7,-0.1,32,0,0,0.33628517
1849,28,14.5,46.3,-0.1,13,0,0,0.550666208
